city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week
Madrid,2023-03-22,9.0,9.0,7.0,5.0,3.0,7.0,9.0,8.0,6.857142857142857,6.5,8.857142857142858,2.1930626551751398,6.984270148653787,2.291054352684769,2.2786635759382534,7.172245047521327,2.8796333215714496,5.30348792088604,7.796666230616686,3.866397410946206,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Wien,2023-03-22,10.0,8.0,16.0,16.0,10.0,9.0,8.0,4.0,10.142857142857142,8.428571428571429,12.214285714285714,4.413183712037202,10.695087023728574,4.6092003801420836,4.1642117310073665,10.444731416521288,5.66880677801141,8.166585681490258,10.903303760470752,6.898174375940305,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Columbus,2023-03-22,10.1,4.4,8.9,5.0,8.3,10.9,7.7,7.7,7.557142857142857,6.642857142857143,7.682142857142858,2.2389410762360717,6.827685056263609,2.4213083022916853,2.1667821890870935,7.118963026893712,2.3963666812905933,2.631159942972423,7.396562541876543,2.491633950353653,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Berlin,2023-03-22,11.0,20.0,14.0,18.0,13.0,10.0,6.0,6.0,12.428571428571429,11.071428571428571,11.035714285714286,5.472876844254852,14.004128608624763,5.532402292910812,5.210408011696555,12.089150314785009,5.450300683473105,5.252739270254125,11.253378846860873,5.220357172358192,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Sevilla,2023-03-22,11.0,10.0,8.0,6.0,4.0,7.0,9.0,8.0,7.428571428571429,6.928571428571429,8.214285714285714,1.988059594776014,7.6578003531469,2.2086490324871986,2.2001498450467687,7.602093798369659,2.564036370588474,3.5418884150934993,7.918356897781843,3.107284958276754,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Salt Lake City,2023-03-22,11.2,12.5,14.4,16.9,27.0,20.1,16.0,5.3,16.02857142857143,17.45,14.842857142857143,6.682243706449278,16.255696689298194,5.525657900978974,6.06652225807277,16.55388391744919,5.81791615832007,6.198950243951319,16.32354530396597,6.200827559991901,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Atlanta,2023-03-22,11.9,12.0,7.3,6.6,8.5,14.8,19.8,6.7,10.814285714285715,11.221428571428572,10.292857142857143,5.00713776237768,10.25154491414281,4.057821409450967,4.857061246890343,10.54723495942851,4.272305170725399,3.8973807511682406,10.505293073539285,4.190795613106351,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Houston,2023-03-22,11.9,9.6,9.9,8.9,6.1,11.2,11.0,13.5,10.028571428571428,10.8,11.014285714285716,2.283063939617316,9.754110743912001,2.0596895716455195,2.7338336002482215,10.30801665233125,2.453724114182073,2.5322679464031754,10.720698524515235,2.627260795098342,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Los Angeles,2023-03-22,13.2,10.0,27.9,59.0,29.4,31.2,15.8,9.7,26.142857142857142,25.357142857142858,22.217857142857145,17.111385794538204,25.876376844820456,17.060586634762945,13.383785499092339,25.391022759991007,14.836022765051176,12.592062566654429,24.49510879211949,13.531046165947792,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Denver,2023-03-22,13.3,12.6,17.6,11.6,12.4,14.7,6.2,9.4,12.071428571428571,12.414285714285713,11.567857142857141,3.64450009636177,12.904835216462688,3.168966462588126,2.98711518741028,12.315003788427918,3.139642492222733,3.155835696261601,11.989854046848004,3.1218854771565607,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Chicago,2023-03-22,15.5,12.3,8.5,7.0,5.5,8.0,12.7,20.7,10.671428571428573,9.799999999999999,12.467857142857142,5.154517205233451,9.787025715359276,4.059691504670438,4.275151819166548,10.539846171917072,4.970131201232239,5.885767741319896,11.485345567040891,5.497068169008313,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Gdansk,2023-03-22,20.0,11.0,25.0,40.0,26.0,23.0,10.0,7.0,20.285714285714285,15.142857142857142,12.714285714285714,11.686377906410032,19.973046013806233,11.46938330029585,9.913915184512843,17.298564512603093,10.805554355871898,8.549884741944135,14.87493757524604,9.900908949387453,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
New York,2023-03-22,21.2,14.0,11.3,8.7,15.2,26.5,11.1,4.4,13.028571428571427,11.907142857142858,12.957142857142856,6.916577738957876,12.908795834120705,5.50097356149001,6.457966372653984,12.653006462331485,5.813631498121955,5.740656084031884,12.67100777588919,5.77315150316153,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Athina,2023-03-22,28.0,37.0,24.0,13.0,11.0,8.0,20.0,23.0,19.428571428571427,16.285714285714285,20.357142857142858,9.88023520059353,21.299635366479375,11.302259838485842,7.670408387769513,18.86803532173701,9.605217776291429,9.60406659900353,18.786303669093076,9.00960569669124,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Milano,2023-03-22,32.0,41.0,40.0,31.0,28.0,21.0,11.0,3.0,25.0,19.642857142857142,23.892857142857142,14.27118308573844,29.428181105747573,13.117874905234565,11.70540403046746,24.78700982073139,13.141206286335088,13.647247139894356,23.789686076295034,13.323342607737768,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Napoli,2023-03-22,35.0,33.0,19.0,20.0,20.0,15.0,8.0,10.0,17.857142857142858,17.357142857142858,18.464285714285715,8.234653836654207,21.497066774789243,8.51792231977808,7.530523966417689,19.25076905639445,8.234665959292633,9.739123631032164,18.35811075208585,8.498911751975912,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Kraków,2023-03-22,37.0,32.0,50.0,47.0,30.0,38.0,26.0,13.0,33.714285714285715,23.428571428571427,25.607142857142858,12.684824078589422,34.2649163171104,13.576994657898737,13.888092773275996,29.60487938372298,15.054321304104624,16.357893746772163,26.929044422071765,15.745594711958224,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434
Albuquerque,2023-03-23,2.6,8.8,7.3,11.5,11.8,9.8,6.0,1.7,8.128571428571428,7.378571428571428,7.521428571428572,3.526903403702407,8.549928842107295,2.67066018882467,2.970930590139825,8.014964704245838,2.8029012704669194,2.493600274310686,7.753541947715747,2.7574318341581527,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Tallinn,2023-03-23,3.0,2.0,2.0,13.0,7.0,4.0,8.0,2.0,5.428571428571429,3.9285714285714284,3.607142857142857,4.157609203101501,4.633672591346435,4.225985552576462,3.292515655340053,4.3052768301927395,3.7203485384776367,3.095268620118104,4.004687147549389,3.4045493662844937,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Paris,2023-03-23,4.0,5.0,7.0,11.0,5.0,4.0,9.0,6.0,6.714285714285714,6.357142857142857,10.642857142857142,2.4976179127510973,6.663437136590909,2.792574433139246,2.060886398434608,7.574313821100318,4.820429267463982,7.344508080314086,9.28278458001744,6.966848665974725,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Berlin,2023-03-23,6.0,11.0,20.0,14.0,18.0,13.0,10.0,6.0,13.142857142857142,11.142857142857142,11.0,4.7759317216145165,13.252995852325359,4.992862565099704,5.201436826007315,11.942190009616404,5.083259829705145,5.2493385826745405,11.23376389000922,5.012776209473529,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Dallas,2023-03-23,6.0,7.0,6.1,8.5,6.2,11.0,9.7,7.9,8.057142857142857,9.778571428571428,11.407142857142857,1.8246982790378732,8.018043175524717,2.3559779035310187,3.1848628931794893,9.229361223684968,3.1880350870126932,3.7138308634804145,10.236503526535074,3.5361816996596587,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Amsterdam,2023-03-23,8.0,6.0,8.0,9.0,15.0,15.0,12.0,6.0,10.142857142857142,8.5,7.928571428571429,3.891382420536068,8.85487043394599,3.7687084783106144,3.7570446650771374,8.689628571798902,4.143503146530509,4.674030471291435,8.559425434796296,4.801670551738079,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Madrid,2023-03-23,8.0,9.0,9.0,7.0,5.0,3.0,7.0,9.0,7.0,6.928571428571429,8.107142857142858,2.3094010767585083,7.488270115515986,2.196679302522775,2.1290765681316035,7.41886612630485,2.7553666731256095,3.3148295941262567,7.889820573439753,3.726849204213566,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Marseille,2023-03-23,8.0,8.0,11.0,6.0,7.0,11.0,6.0,6.0,7.857142857142857,7.071428571428571,14.821428571428571,2.267786838055326,8.182031225398882,3.7737260147056997,3.0499504589743838,9.605011741648553,7.269449313967419,10.673794741322984,11.960072725844242,9.372200276043328,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
München,2023-03-23,8.0,8.0,9.0,7.0,12.0,12.0,11.0,8.0,9.571428571428571,6.928571428571429,11.892857142857142,2.0701966780270595,8.681827638290734,2.982708469637305,3.221664302673529,9.100969297941216,5.217327906684191,8.337062657591927,10.098587062178286,6.868157271342401,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Stockholm,2023-03-23,8.0,4.0,6.0,5.0,10.0,18.0,7.0,11.0,8.714285714285714,6.214285714285714,5.25,4.820590756130958,6.658573421764388,4.341756113903594,4.299884997184343,6.441904811642038,4.284442738024867,3.340270559012759,5.924816103359886,3.94321253475135,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Columbus,2023-03-23,8.2,10.1,4.4,8.9,5.0,8.3,10.9,7.7,7.9,7.028571428571429,7.803571428571429,2.439262183530093,7.645873377533131,2.5960522464236306,2.2723855887010607,7.5211977757062005,2.4668660853979056,2.662424701471441,7.605845241475188,2.503898951743677,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Houston,2023-03-23,8.6,11.9,9.6,9.9,8.9,6.1,11.2,11.0,9.799999999999999,10.942857142857141,11.085714285714285,1.9304576314093636,10.290654920819437,2.0467035082658227,2.7354409813844205,10.522824797195,2.350754366104038,2.5278763280981003,10.811992442075079,2.5430709502030275,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Tampa,2023-03-23,8.8,8.1,8.4,4.5,8.9,7.1,7.7,7.8,7.5,7.992857142857143,9.125,1.4387494569938177,7.607225113017959,1.654997840274973,1.7869029011174562,7.968064102304471,1.9640307149776843,2.5985216594854115,8.479754523926667,2.274736333450199,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
San Francisco,2023-03-23,9.1,8.7,8.3,8.3,23.0,27.6,14.9,16.9,15.385714285714286,12.107142857142858,11.560714285714285,7.689912997216665,12.318760967218575,7.111283864136089,6.710435533923639,12.57124490433038,6.833197203852099,5.081581795560665,12.5141585560399,6.797816576641427,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Gdansk,2023-03-23,10.0,20.0,11.0,25.0,40.0,26.0,23.0,10.0,22.142857142857142,16.142857142857142,13.142857142857142,10.155927192672126,19.97978541300667,9.932489611938102,9.622546783123823,17.663072311234647,10.094324733532222,8.6054000518808,15.27168686812911,9.609009432855244,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
London,2023-03-23,10.0,5.0,7.0,7.0,5.0,7.0,8.0,6.0,6.428571428571429,7.0,7.5,1.1338934190276875,6.363115636241141,1.4399978067063823,1.7097008285302182,6.8771333436784134,1.8804580160919135,2.2194427061597977,7.31021492228639,2.282837811727541,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Sevilla,2023-03-23,10.0,11.0,10.0,8.0,6.0,4.0,7.0,9.0,7.857142857142857,7.5,8.035714285714286,2.410295378065482,8.493462190538372,2.4702652077325515,2.1393744592574397,8.060577191843642,2.6720017221827117,3.2487278747584876,8.156917840145729,3.100119353549121,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Denver,2023-03-23,11.0,13.3,12.6,17.6,11.6,12.4,14.7,6.2,12.62857142857143,12.164285714285715,11.653571428571428,3.4615575905047358,13.003639645873157,2.7505411161937077,2.7269614374462074,12.447910460608538,2.9405814239658845,3.1695872079472855,12.091277100346057,3.018786441790161,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Salt Lake City,2023-03-23,11.4,11.2,12.5,14.4,16.9,27.0,20.1,16.0,16.871428571428574,16.40714285714286,14.975,5.340946946536198,14.991603208631686,5.33763263071466,5.768277210573536,15.83147820019893,5.73431550628767,6.074819003552774,15.926913456793796,6.116250609906953,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Athina,2023-03-23,13.0,28.0,37.0,24.0,13.0,11.0,8.0,20.0,20.142857142857142,17.071428571428573,20.0,10.350983390135307,22.97495091087324,10.277265001077634,8.287750791789849,20.100221823167118,9.50213504480022,9.096193750175992,19.499568640553818,9.00981446508595,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Varna,2023-03-23,14.1,7.7,12.4,16.7,14.0,10.1,5.7,13.4,11.428571428571429,10.35,11.260714285714284,3.8234863173611116,11.16273376641094,3.7389681557311727,3.3511766016407756,11.179051495252203,3.7361823419004754,4.007986405472831,11.174142900243465,3.8302689560905447,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Milano,2023-03-23,15.0,32.0,41.0,40.0,31.0,28.0,21.0,11.0,29.142857142857142,20.5,23.107142857142858,10.542431272854344,30.071221955995007,11.423587840136879,12.163944198389713,25.76026688500787,12.485948710268284,12.428579030588207,24.425275650354585,12.987774200571412,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Wien,2023-03-23,15.0,10.0,8.0,16.0,16.0,10.0,9.0,8.0,11.0,8.214285714285714,12.285714285714286,3.511884584284244,10.521291990286182,4.004784612846553,3.98417198092984,10.384723294774625,5.274107246279713,8.137053533782373,10.83337580671659,6.6278471003784,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Phoenix-Mesa,2023-03-23,16.6,5.7,7.6,21.2,12.9,11.7,19.0,9.7,12.542857142857143,14.650000000000002,15.578571428571427,5.727377859270088,11.807261717699998,6.299430323615077,5.940441579028123,13.74564492411656,6.430801239222598,6.7762852897470545,14.873723799914714,6.572321185514246,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Atlanta,2023-03-23,17.5,11.9,12.0,7.3,6.6,8.5,14.8,19.8,11.557142857142859,11.535714285714286,10.439285714285715,4.669352968330529,10.663713890105031,3.597667643301535,4.738647509551669,10.729765102867018,4.0019568174285585,3.8772211589415315,10.613262292446695,4.041795978135191,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
New York,2023-03-23,20.1,21.2,14.0,11.3,8.7,15.2,26.5,11.1,15.428571428571429,13.171428571428573,12.896428571428572,6.311818091409767,14.981874536636363,6.142797430675737,6.417935034720286,13.806262134683552,6.199127926080243,5.639705938148112,13.331267369524015,6.013541289269566,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Chicago,2023-03-23,21.8,15.5,12.3,8.5,7.0,5.5,8.0,12.7,9.928571428571429,10.078571428571427,12.671428571428573,3.6123465530106147,11.215460606185815,4.415950715309762,4.521432477473441,11.209125435176682,4.945843088456645,5.888649291322287,11.796134231731717,5.390895901722915,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Napoli,2023-03-23,23.0,35.0,33.0,19.0,20.0,20.0,15.0,8.0,21.428571428571427,19.357142857142858,19.178571428571427,9.571783930858846,24.87325227578961,9.710966332130802,8.251872914278708,21.37583090894504,9.480509668815312,10.198233584987562,19.646418531413097,9.34286736063092,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Kraków,2023-03-23,27.0,37.0,32.0,50.0,47.0,30.0,38.0,26.0,37.142857142857146,24.928571428571427,26.357142857142858,8.80205603686949,34.948778832030776,11.827065372184432,14.155533224824877,30.60271151742734,14.243716558334349,16.38249808137463,27.708672877893285,15.366724031067706,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Los Angeles,2023-03-23,28.3,13.2,10.0,27.9,59.0,29.4,31.2,15.8,26.642857142857142,23.914285714285715,22.428571428571427,16.59416133693386,22.706858119156195,15.919813984269513,13.537972643520275,23.746074031789682,14.459254748864105,12.380775334509464,23.62071428627581,13.353713118141453,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419
Tallinn,2023-03-24,3.0,3.0,2.0,2.0,13.0,7.0,4.0,8.0,5.571428571428571,4.0,3.2857142857142856,4.035556254807297,4.225213412794532,3.738648798722243,3.2581259360842107,4.129435288276197,3.4910789928386983,2.6226526415648106,3.927562299058375,3.28153526100033,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
Paris,2023-03-24,4.0,4.0,5.0,7.0,11.0,5.0,4.0,9.0,6.428571428571429,6.214285714285714,10.285714285714286,2.6992062325272945,5.997510958543247,2.7203931263847867,2.1547290184283416,7.092796920579619,4.659137096306893,7.417981870189155,8.877251413460751,6.84456212177624,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
Berlin,2023-03-24,6.0,6.0,11.0,20.0,14.0,18.0,13.0,10.0,13.142857142857142,10.214285714285714,10.321428571428571,4.7759317216145165,11.43956472568847,5.495851162768161,4.838603921803057,11.141682539107073,5.176159056287692,4.554635989265114,10.831993798653633,5.021249230428937,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
Madrid,2023-03-24,6.0,8.0,9.0,9.0,7.0,5.0,3.0,7.0,6.857142857142857,7.142857142857143,7.821428571428571,2.1930626551751398,7.616215439055099,1.9173360783933941,2.070196678027066,7.497154098669609,2.5710124091235627,2.9319892302941453,7.898278501463429,3.57981515636291,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
München,2023-03-24,6.0,8.0,8.0,9.0,7.0,12.0,12.0,11.0,9.571428571428571,7.214285714285714,11.5,2.0701966780270595,8.511353604187802,2.6026561619715456,3.1176562061555564,8.95265122895031,4.868266948641354,8.248456645763317,9.937488943614222,6.621652731868944,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
Stockholm,2023-03-24,6.0,8.0,4.0,6.0,5.0,10.0,18.0,7.0,8.285714285714286,6.5,5.357142857142857,4.715728494951256,6.993963757096039,3.8119768030070946,4.274252071325552,6.651805006019314,4.02303793548262,3.3798343780842908,6.084117676998751,3.829413571487861,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191
